# minimal_valid_fraction ::  30.00
# operating on Reynolds OI SST
# <a href=http://climexp.knmi.nl/select.cgi?field=iceoi_v2>climexp.knmi.nl/select.cgi?field=iceoi_v2</a>
# file :: NCEPData/iceoi_v2.nc
# title :: spatial statistic of Reynolds OI SST
# institution :: KNMI Climate Explorer and NOAA/NCEP
# source_url :: http://www.emc.ncep.noaa.gov/research/cmb/sst_analysis/
# contact :: Diane.Stokes@noaa.gov
# reference :: Reynolds, R. W., N. A. Rayner, T. M. Smith, D. C. Stokes and W. Wang, 2002: An improved in situ and satellite SST analysis for climate. J. Climate, 15, 1609-1625. https://doi.org/10.1175/1520-0442(2002)015%3C1609:AIISAS%3E2.0.CO;2
# geospatial_lat_max ::     90.0
# geospatial_lon_min ::      0.0
# geospatial_lon_units :: degrees_east
# geospatial_lon_resolution ::      1.0
# time_coverage_start :: 1981-11-15
# time_coverage_end :: 2018-08-15
# climexp_url :: https://climexp.knmi.nl/select.cgi?iceoi_v2
# history ::  2018-09-19 11:52:06 bin/get_index NCEPData/iceoi_v2.nc -40 -25 82 84 dipole no minfac 30 nearest iceoi_v2_-40--25E_82-84N_n\nuser oldenbor 2018-09-13  9:55:01 grads2nc iceoi_v2.ctl iceoi_v2.nc n
# ave_region :: lon=  320.000  335.000, lat=   82.000   84.000
# averaging anomalies over region lon=  320.000  335.000, lat=   82.000   84.000
# ice [1] Reynolds OI ice cover
 1981  -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      0.9037494      0.9048397    
 1982  0.9096479      0.9261941      0.9153679      0.9186189      0.9160479      0.9310235      0.9150998      0.7713346      0.8459913      0.8678356      0.8937494      0.8962683    
 1983  0.8925051      0.8890512      0.8953679      0.8929046      0.8960479      0.9053093      0.8836712      0.8913347      0.8874199      0.9006928      0.9123209      0.8919826    
 1984  0.8910765      0.8804798      0.8739393      0.8929046      0.9046193      0.9353092      0.8422427      0.4299060      0.7188485      0.8878357      0.9080352      0.9005540    
 1985  0.9025051      0.9161940      0.9025108      0.9114760      0.9203336      0.9367378      0.8108141      0.3984775      0.6759913      0.8821214      0.9108923      0.9019825    
 1986  0.9039337      0.8919083      0.8953679      0.8829046      0.8917622      0.9267378      0.8565284      0.8270489      0.8088484      0.8792642      0.8837494      0.8505540    
 1987  0.8696479      0.8719083      0.8767964      0.8900474      0.8846194      0.9195949      0.8808141      0.9184775      0.9145628      0.9249786      0.9580352      0.9476969    
 1988  0.9482194      0.9461941      0.9425108      0.9386189      0.9217622      0.9295949      0.8836713      0.7927632      0.9002771      0.9478357      0.9594637      0.9448397    
 1989  0.9553623      0.9490511      0.9553679      0.9529046      0.9446193      0.9467378      0.8879570      0.9184775      0.8474199      0.9206928      0.9308923      0.9391254    
 1990  0.9425051      0.9276226      0.9310822      0.9186189      0.9246194      0.8238807      0.7779570      0.5270489      0.5959913      0.9021214      0.9394637      0.9405540    
